UKPRN,Provider,Subject Code,Subject,Level,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval-min,Agree,Confidence interval-max,Response,Sample Size
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0000,0.0200,0.0000,0.4600,0.5200,0,0.8804,0.9800,0.9969,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0600,0.0600,0.1600,0.3600,0.3600,0,0.5680,0.7200,0.8341,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0600,0.0600,0.1400,0.4600,0.2800,0,0.5890,0.7400,0.8497,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0000,0.0200,0.1200,0.5200,0.3400,0,0.7226,0.8600,0.9354,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0200,0.0000,0.0400,0.2800,0.6600,0,0.8228,0.9400,0.9814,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0800,0.2000,0.1400,0.3000,0.2800,0,0.4282,0.5800,0.7181,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0600,0.0800,0.1400,0.4800,0.2400,0,0.5680,0.7200,0.8341,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0200,0.0200,0.1000,0.5000,0.3600,0,0.7226,0.8600,0.9354,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0800,0.0600,0.1400,0.6000,0.1200,0,0.5680,0.7200,0.8341,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0400,0.1000,0.1800,0.4200,0.2600,0,0.5268,0.6800,0.8022,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.1400,0.1400,0.2400,0.2800,0.2000,0,0.3351,0.4800,0.6283,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.1277,0.2128,0.1064,0.3830,0.1702,3,0.3982,0.5532,0.6985,47,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.2400,0.2000,0.1800,0.3000,0.0800,0,0.2476,0.3800,0.5331,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0800,0.1600,0.1600,0.4600,0.1400,0,0.4474,0.6000,0.7354,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.3200,0.1800,0.1400,0.2800,0.0800,0,0.2307,0.3600,0.5134,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0000,0.0400,0.1600,0.4400,0.3600,0,0.6540,0.8000,0.8943,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0000,0.0200,0.1000,0.3400,0.5400,0,0.7465,0.8800,0.9481,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0000,0.0200,0.0400,0.5000,0.4400,0,0.8228,0.9400,0.9814,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.1000,0.1000,0.2200,0.3400,0.2400,0,0.4282,0.5800,0.7181,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0000,0.0000,0.0800,0.4600,0.4600,0,0.7964,0.9200,0.9713,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0200,0.1400,0.1400,0.3600,0.3400,0,0.5472,0.7000,0.8183,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.3000,0.1600,0.0800,0.2800,0.1800,0,0.3172,0.4600,0.6097,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.2000,0.2600,0.1600,0.2400,0.1400,0,0.2476,0.3800,0.5331,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.0435,0.0217,0.2609,0.4348,0.2391,4,0.5140,0.6739,0.8015,46,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0400,0.2200,0.1800,0.3200,0.2400,0,0.4091,0.5600,0.7006,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0300,0.0700,0.1200,0.4850,0.2950,0,0.6320,0.7800,0.8798,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0267,0.0267,0.1000,0.4200,0.4267,0,0.7070,0.8467,0.9267,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0600,0.0900,0.1300,0.4700,0.2500,0,0.5680,0.7200,0.8341,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.1000,0.1467,0.1800,0.3633,0.2100,3,0.4218,0.5733,0.7123,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.2133,0.1800,0.1600,0.3467,0.1000,0,0.3053,0.4467,0.5972,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0000,0.0267,0.1000,0.4267,0.4467,0,0.7385,0.8733,0.9439,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0500,0.0500,0.1500,0.4000,0.3500,0,0.5996,0.7500,0.8573,50,71
10007855,Swansea University,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.1733,0.1867,0.1267,0.2933,0.2200,0,0.3655,0.5133,0.6588,50,71
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0000,0.0909,0.0455,0.6364,0.2273,0,0.6418,0.8636,0.9572,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0000,0.0909,0.1364,0.5455,0.2273,0,0.5422,0.7727,0.9071,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0000,0.0455,0.1818,0.4545,0.3182,0,0.5422,0.7727,0.9071,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0000,0.0909,0.1364,0.2273,0.5455,0,0.5422,0.7727,0.9071,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0455,0.0455,0.1818,0.5000,0.2273,0,0.4960,0.7273,0.8784,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0000,0.1818,0.1818,0.4545,0.1818,0,0.4089,0.6364,0.8157,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0000,0.0455,0.0455,0.5000,0.4091,0,0.6964,0.9091,0.9776,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0000,0.1364,0.1364,0.5455,0.1818,0,0.4960,0.7273,0.8784,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0000,0.1364,0.1818,0.5000,0.1818,0,0.4516,0.6818,0.8479,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0455,0.0909,0.0909,0.3636,0.4091,0,0.5422,0.7727,0.9071,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0000,0.1364,0.1364,0.4545,0.2727,0,0.4960,0.7273,0.8784,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0455,0.2727,0.1364,0.4091,0.1364,0,0.3282,0.5455,0.7467,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0455,0.0909,0.2273,0.4545,0.1818,0,0.4089,0.6364,0.8157,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0000,0.1429,0.1429,0.5238,0.1905,1,0.4778,0.7143,0.8723,21,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.5000,0.1818,0.0455,0.2727,0.0000,0,0.1216,0.2727,0.5040,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.1818,0.1818,0.0455,0.4545,0.1364,0,0.3678,0.5909,0.7819,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0909,0.2273,0.3182,0.2727,0.0909,0,0.1843,0.3636,0.5911,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0455,0.0000,0.0000,0.4545,0.5000,0,0.7558,0.9545,0.9930,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0000,0.0000,0.0000,0.3182,0.6818,0,0.8237,1.0000,1.0000,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0000,0.0476,0.0000,0.3810,0.5714,1,0.7463,0.9524,0.9927,21,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0455,0.0000,0.1818,0.5000,0.2727,0,0.5422,0.7727,0.9071,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0000,0.0000,0.0455,0.4545,0.5000,0,0.7558,0.9545,0.9930,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0000,0.0000,0.1364,0.4545,0.4091,0,0.6418,0.8636,0.9572,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.0909,0.1364,0.2727,0.2727,0.2273,0,0.2901,0.5000,0.7099,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0455,0.1364,0.3182,0.2727,0.2273,0,0.2901,0.5000,0.7099,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.0526,0.1053,0.2632,0.2632,0.3158,3,0.3427,0.5789,0.7839,19,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0455,0.1364,0.2273,0.4091,0.1818,0,0.3678,0.5909,0.7819,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0000,0.0795,0.1250,0.4659,0.3295,0,0.5662,0.7955,0.9206,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0152,0.0909,0.1364,0.4848,0.2727,0,0.5266,0.7576,0.8977,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0114,0.1250,0.1364,0.4659,0.2614,0,0.4960,0.7273,0.8784,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0303,0.1667,0.1667,0.4621,0.1742,1,0.4089,0.6364,0.8157,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.2576,0.1970,0.1364,0.3333,0.0758,0,0.2181,0.4091,0.6322,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0152,0.0152,0.0000,0.3939,0.5758,1,0.7772,0.9697,0.9966,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0227,0.0000,0.1136,0.4773,0.3864,0,0.6418,0.8636,0.9572,22,25
10007161,Teesside University,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0455,0.0909,0.2424,0.3333,0.2879,0,0.3950,0.6212,0.8046,22,25
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0054,0.0081,0.0618,0.6747,0.2500,0,0.8895,0.9247,0.9494,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0027,0.0108,0.0593,0.6173,0.3100,1,0.8923,0.9272,0.9514,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0054,0.0081,0.0269,0.2446,0.7151,0,0.9312,0.9597,0.9767,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0108,0.0458,0.0836,0.3423,0.5175,1,0.8162,0.8598,0.8945,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0081,0.0377,0.1267,0.3908,0.4367,1,0.7809,0.8275,0.8659,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0054,0.0162,0.0782,0.4097,0.4906,1,0.8613,0.9003,0.9292,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0000,0.0161,0.0081,0.2285,0.7473,0,0.9517,0.9758,0.9880,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0215,0.0672,0.1317,0.4704,0.3091,0,0.7296,0.7796,0.8226,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0135,0.0512,0.1267,0.5714,0.2372,1,0.7605,0.8086,0.8490,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0376,0.1075,0.1505,0.4570,0.2473,0,0.6507,0.7043,0.7528,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0618,0.1640,0.2446,0.4140,0.1156,0,0.4734,0.5296,0.5850,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0081,0.0458,0.1105,0.4609,0.3747,1,0.7897,0.8356,0.8731,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0108,0.0591,0.1398,0.4946,0.2957,0,0.7410,0.7903,0.8324,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0147,0.0557,0.1818,0.4780,0.2698,31,0.6936,0.7478,0.7952,341,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.0376,0.0591,0.1452,0.5565,0.2016,0,0.7068,0.7581,0.8028,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0215,0.0484,0.1559,0.5323,0.2419,0,0.7239,0.7742,0.8176,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0189,0.0757,0.1676,0.4865,0.2514,2,0.6855,0.7378,0.7842,370,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0108,0.0081,0.0672,0.4059,0.5081,0,0.8770,0.9140,0.9406,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0027,0.0243,0.0539,0.3747,0.5445,1,0.8829,0.9191,0.9449,371,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0000,0.0136,0.0650,0.4390,0.4824,3,0.8854,0.9214,0.9468,369,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0349,0.0565,0.1237,0.3844,0.4005,0,0.7353,0.7849,0.8275,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0054,0.0108,0.0484,0.3495,0.5860,0,0.9020,0.9355,0.9580,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0081,0.0081,0.0591,0.3387,0.5860,0,0.8895,0.9247,0.9494,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.0323,0.0591,0.1694,0.4355,0.3038,0,0.6871,0.7392,0.7854,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0269,0.0914,0.1559,0.4167,0.3091,0,0.6730,0.7258,0.7729,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.0200,0.0629,0.3286,0.3514,0.2371,22,0.5307,0.5886,0.6441,350,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0134,0.0188,0.0403,0.4301,0.4973,0,0.8926,0.9274,0.9516,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0060,0.0181,0.0578,0.4700,0.4480,2,0.8817,0.9180,0.9439,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0045,0.0233,0.0708,0.3423,0.5591,2,0.8627,0.9014,0.9301,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0343,0.0974,0.1633,0.4778,0.2272,1,0.6514,0.7050,0.7535,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0112,0.0569,0.1438,0.4745,0.3136,32,0.7386,0.7881,0.8303,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.0260,0.0609,0.1559,0.5260,0.2312,2,0.7059,0.7572,0.8020,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0049,0.0152,0.0618,0.4073,0.5108,4,0.8817,0.9180,0.9439,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0202,0.0336,0.0860,0.3669,0.4933,0,0.8167,0.8602,0.8947,372,393
10006840,The University of Birmingham,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0224,0.0529,0.1281,0.3970,0.3996,0,0.7477,0.7966,0.8380,372,393
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0185,0.0000,0.0926,0.6296,0.2593,0,0.7634,0.8889,0.9520,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0000,0.0000,0.0926,0.6111,0.2963,0,0.7864,0.9074,0.9631,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0000,0.0000,0.0185,0.3889,0.5926,0,0.8886,0.9815,0.9972,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0000,0.0000,0.1481,0.3148,0.5370,0,0.7191,0.8519,0.9281,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0185,0.0185,0.1296,0.4444,0.3889,0,0.6977,0.8333,0.9155,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0000,0.0000,0.1296,0.4259,0.4444,0,0.7410,0.8704,0.9403,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0000,0.0185,0.0185,0.2778,0.6852,0,0.8607,0.9630,0.9909,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0926,0.1667,0.2037,0.1852,0.3519,0,0.3928,0.5370,0.6753,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0370,0.0926,0.1852,0.3148,0.3704,0,0.5380,0.6852,0.8027,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0185,0.0556,0.1852,0.3704,0.3704,0,0.5958,0.7407,0.8470,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0000,0.0926,0.2222,0.3519,0.3333,0,0.5380,0.6852,0.8027,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0185,0.0185,0.0926,0.3148,0.5556,0,0.7410,0.8704,0.9403,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0000,0.0556,0.1481,0.3889,0.4074,0,0.6560,0.7963,0.8890,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0000,0.0385,0.2308,0.3462,0.3846,2,0.5824,0.7308,0.8409,52,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.0185,0.0926,0.1296,0.3704,0.3889,0,0.6156,0.7593,0.8613,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0000,0.1296,0.0926,0.4815,0.2963,0,0.6357,0.7778,0.8753,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0000,0.1481,0.0556,0.4815,0.3148,0,0.6560,0.7963,0.8890,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0556,0.1111,0.1852,0.2963,0.3519,0,0.5005,0.6481,0.7720,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0755,0.1698,0.2264,0.3019,0.2264,1,0.3834,0.5283,0.6686,53,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0000,0.0556,0.2407,0.3704,0.3333,0,0.5570,0.7037,0.8177,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0000,0.0185,0.0926,0.4074,0.4815,0,0.7634,0.8889,0.9520,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0000,0.0556,0.0370,0.3148,0.5926,0,0.7864,0.9074,0.9631,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0000,0.0000,0.0741,0.2407,0.6852,0,0.8101,0.9259,0.9734,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.0000,0.0370,0.1667,0.3704,0.4259,0,0.6560,0.7963,0.8890,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0000,0.0926,0.1481,0.4074,0.3519,0,0.6156,0.7593,0.8613,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q26,0.1296,0.0741,0.2778,0.2593,0.2593,0,0.3755,0.5185,0.6585,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Q27,0.0000,0.0000,0.0926,0.4815,0.4259,0,0.7864,0.9074,0.9631,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale01,0.0046,0.0000,0.0880,0.4861,0.4213,0,0.7864,0.9074,0.9631,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale02,0.0062,0.0123,0.0926,0.3827,0.5062,0,0.7634,0.8889,0.9520,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale03,0.0370,0.1019,0.1991,0.3056,0.3565,0,0.5144,0.6620,0.7836,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale04,0.0062,0.0370,0.1574,0.3488,0.4506,2,0.6594,0.7994,0.8913,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale05,0.0062,0.1235,0.0926,0.4444,0.3333,0,0.6357,0.7778,0.8753,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale06,0.0432,0.1111,0.2191,0.3241,0.3025,1,0.4790,0.6265,0.7538,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale07,0.0000,0.0370,0.0648,0.3611,0.5370,0,0.7748,0.8981,0.9576,54,57
10007787,The University of Buckingham,CAH01-01-02,Medicine (non-specific),First degree,Scale08,0.0000,0.0432,0.1296,0.3395,0.4877,0,0.6907,0.8272,0.9112,54,57
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q01,0.0080,0.0400,0.0480,0.6800,0.2240,0,0.8313,0.9040,0.9473,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q02,0.0160,0.0240,0.1200,0.5200,0.3200,0,0.7567,0.8400,0.8986,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q03,0.0160,0.0160,0.0240,0.2800,0.6640,0,0.8812,0.9440,0.9746,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q04,0.0160,0.0240,0.0640,0.3520,0.5440,0,0.8217,0.8960,0.9415,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q05,0.0240,0.0080,0.1360,0.3680,0.4640,0,0.7477,0.8320,0.8922,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q06,0.0080,0.0000,0.0640,0.3680,0.5600,0,0.8608,0.9280,0.9641,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q07,0.0080,0.0000,0.0240,0.2000,0.7680,0,0.9134,0.9680,0.9886,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q08,0.0640,0.1520,0.1360,0.4240,0.2240,0,0.5515,0.6480,0.7338,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q09,0.0320,0.1040,0.1600,0.5760,0.1280,0,0.6093,0.7040,0.7839,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q10,0.0160,0.1040,0.1920,0.4720,0.2160,0,0.5926,0.6880,0.7697,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q11,0.0640,0.2000,0.2240,0.3680,0.1440,0,0.4163,0.5120,0.6068,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q12,0.0081,0.0323,0.0726,0.4032,0.4839,1,0.8108,0.8871,0.9351,124,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q13,0.0081,0.0484,0.1129,0.4919,0.3387,1,0.7458,0.8306,0.8913,124,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q14,0.0172,0.0345,0.1552,0.4138,0.3793,9,0.7008,0.7931,0.8625,116,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q15,0.0160,0.0800,0.1040,0.5840,0.2160,0,0.7121,0.8000,0.8661,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q16,0.0161,0.1048,0.0645,0.5565,0.2581,1,0.7278,0.8145,0.8782,124,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q17,0.0161,0.0806,0.0806,0.5323,0.2903,1,0.7368,0.8226,0.8848,124,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q18,0.0163,0.0325,0.1220,0.4715,0.3577,2,0.7439,0.8293,0.8904,123,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q19,0.0242,0.0161,0.0242,0.4435,0.4919,1,0.8699,0.9355,0.9692,124,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q20,0.0081,0.0242,0.0645,0.4274,0.4758,1,0.8300,0.9032,0.9469,124,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q21,0.0240,0.0640,0.1200,0.3200,0.4720,0,0.7033,0.7920,0.8595,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q22,0.0080,0.0000,0.0400,0.2400,0.7120,0,0.8917,0.9520,0.9795,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q23,0.0080,0.0000,0.0480,0.3440,0.6000,0,0.8812,0.9440,0.9746,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q24,0.0240,0.0480,0.0960,0.4400,0.3920,0,0.7477,0.8320,0.8922,125,151
10007789,The University of East Anglia,CAH01-01-02,Medicine (non-specific),First degree,Q25,0.0081,0.0806,0.0887,0.4194,0.4032,1,0.7368,0.8226,0.8848,124,151
